name,description,model,chassis,type,year,price,image,manufacturer_id,mechanical_details.engine,mechanical_details.cylinders,mechanical_details.fuel,mechanical_details.mileage,mechanical_details.transmission,mechanical_details.drivetrain,body_details.trim,body_details.doors,body_details.exterior_color,body_details.interior_color
Chevrolet Blazer 3LT,"Heated Leather Seats, NAV, Sunroof, Onboard Communications System, Satellite Radio, Power Liftgate, AWD, Alloy Wheels, SOUND & TECHNOLOGY PACKAGE. COPPER BRONZE METALLIC exterior and JET BLACK interior. AND MORE!======KEY FEATURES INCLUDE: Leather Seats, Power Liftgate, Heated Driver Seat, Satellite Radio, Onboard Communications System, Aluminum Wheels, Remote Engine Start, Dual Zone A/C, Cross-Traffic Alert, Blind Spot Monitor, WiFi Hotspot, Lane Keeping Assist, Heated Seats, Heated Leather Seats Remote Trunk Release, Keyless Entry, Privacy Glass, Child Safety Locks, Electronic Stability Control. ======OPTION PACKAGES: includes (IOT) Chevrolet Infotainment 3 Premium system with connected Navigation and 10.2 diagonal HD color touchscreen, (UQA) Bose premium 8-speaker system, 4.2 display with infotainment connectivity, (MCR) 2 USB data ports with SD Card Reader, located within front center storage bin, (KSG) Adaptive Cruise Control, (UGN) Enhanced Automatic Emergency Braking, (UV2) HD Surround Vision, (DRZ) Rear Camera Mirror, (K4C) Wireless Charging and (KI6) 120-volt power outlet, SUNROOF, POWER PANORAMIC, TILT-SLIDING WITH POWER SUNSHADE, and Active Fuel Management with Stop/Start (308 hp [229 kW] @ 6700 rpm, 270 lb-ft of torque [366 N-m] @ 5000 rpm), includes (VAV) premium all-weather floor mats, LPO and (VLI) cargo mat, LPO, with connected Navigation, 10.2 diagonal HD color touchscreen, AM/FM stereo, Bluetooth® audio streaming for 2 active devices, Apple CarPlay® and Android Auto® capable, enhanced voice recognition, additional memory for in-vehicle apps, cloud connected personalization for select infotainment and vehicle settings. Subscription required for enhanced and connected services after trial period. with overdrive, includes Driver Shift Control. ======BUY FROM AN AWARD WINNING DEALER: At Chevrolet GMC of Helena, we are local people helping local people find the car, truck or SUV that meets their needs and at a fair price. In fact Price does not include title, license, or dealer doc fees. Price contains all applicable dealer incentives and non-limited factory rebates. You may qualify for additional rebates; see dealer for details.",Blazer,SUV,New,2024,43727.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe1797a,24V GDI DOHC,6,Gasoline,9.0,9-Speed Automatic,All-wheel Drive,3LT,4,Copper Bronze,Jet Black
Jeep Wrangler Sport S,"Germain of Sidney is proud to Serve the Sidney, Piqua, Greenville, Covington, Troy, Russia, Fort Loramie, Anna, Columbus, Dayton, Wapakoneta. Serving Shelby, Miami, Darke, Franklin, County, Eastern Indiana surrounding areas. 45365, 43343, 45845, 45340, 45302, 45306 45388, 45367, 45356, 45865, 45333, 43070, 45360, 45318, 45388, 43072, 45351, 45374, 45380, 45860. We are a family owned and run business who does not stop at the sale. We will be with you the entire time you own your brand New Germain CDJR for all of your wants and needs.2024 Wrangler Jeep Sport S Hydro Blue Pearl Coat 4WD 8-Speed Automatic 2.0L I4 DOHCWe are located along I-75, just 40 miles north of Dayton. Find out why Germain of Sidney is a top rated dealer in the Upper Miami Valley serving Sidney, Piqua and Troy. Beavercreek, Fairborn, Urbana, Vandalia, Dayton, Columbus.",Wrangler,SUV,New,2024,46973.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17973,"gasoline direct injection, DOHC, intercooled turbo, premi",4,Gasoline,10.0,Automatic,Four-wheel Drive,Sport S,4,Hydro Blue Pearlcoat,Black
Mazda CX-90 PHEV Preferred,"This Mazda CX-90 PHEV boasts a Gas/Electric I-4 2.5 L/152 engine powering this Automatic transmission. MACHINE GRAY METALLIC PAINT CHARGE, MACHINE GRAY METALLIC, BLACK, LEATHER SEAT TRIM. This Mazda CX-90 PHEV Features the Following Options Window Grid Antenna, Wheels: 19 x 8.5J Aluminum Alloy -inc: silver metallic finish, Trunk/Hatch Auto-Latch, Trip Computer, Transmission: SKYACTIV Drive 8-Speed Automatic -inc: manual shift mode, Towing Equipment -inc: Trailer Sway Control, Tires: 265/55R19, Tire Specific Low Tire Pressure Warning, Tailgate/Rear Door Lock Included w/Power Door Locks, Steel Spare Wheel. Stop By Today For a must-own Mazda CX-90 PHEV come see us at Lou Fusz Evansville Volvo and Mazda, 4500 E Division St, Evansville, IN 47715. Just minutes away!
      
    When it's time for a new Mazda, there's no better place to go than Lou Fusz Mazda of Evansville. We're your premier new Mazda dealer near and we're certain you'll discover the right Mazda model and offer for your budget, taste and needs. As your go-to new Mazda dealer, we're proud to make you competitive offers on the latest Mazda sedans and SUVs near Jasper and Henderson.",CX-90 PHEV,SUV,New,2024,50915.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe1797e,16V GDI DOHC Hybrid,4,Hybrid,7.0,8-Speed Automatic,All-wheel Drive,Preferred,4,Machine Gray Metallic,Black
Hyundai Sonata Hybrid Limited,Portofino Gray 2024 Hyundai Sonata Hybrid Limited FWD 6-Speed Automatic with Shiftronic I4 44/51 City/Highway MPG,Sonata Hybrid,Sedan,New,2024,38870.0,../static/img/vehicle_sample_sedan.png,66a2529221c4bf0e6fe17979,16V GDI DOHC Hybrid,4,Hybrid,14.0,6-Speed Automatic,Front-wheel Drive,Limited,4,Portofino Gray,Dark Gray
Dodge Hornet R/T EAWD,"CALL 239-424-7514 to set up a VIP APPOINTMENT!, 1.3L I4.2024 Dodge Hornet R/T 8 Ball AWD 6-Speed Automatic 1.3L I4Cape Coral Chrysler Dodge Jeep Ram wants to be your dealer. With the friendliest staff is Southwest Florida, the newest state of the art facility, 52 bays of service, 5 service lanes, automated car wash, free refreshments, and over 40 banks to get you the best deals possible on your new vehicle. Call Cape Coral Chrysler Dodge Jeep Ram for all your automotive needs or with any questions about our listings.
      
    Cape Coral CDJR provides you a world class client experience.  With the friendliest staff in Southwest Florida, and over 4,000 vehicles in stock and available, you'll always find what you need to fit into your budget.  Find us on Pine Island Road.",Hornet,SUV,New,2024,42855.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17975,"4 gasoline direct injection, DOHC, Multiair variable valv",4,Gasoline,5.0,6-Speed Automatic,All-wheel Drive,R/T EAWD,4,8 Ball,Black
Dodge Hornet GT,"Check out this great value! It comes equipped with all the standard amenities for your driving enjoyment. The engine breathes better thanks to a turbocharger, improving both performance and economy. Dodge prioritized practicality, efficiency, and style by including: a tachometer, cruise control, and 1-touch window functionality. Smooth gearshifts are achieved thanks to the efficient 4 cylinder engine, and for added security, dynamic Stability Control supplements the drivetrain. We have the vehicle you've been searching for at a price you can afford. Stop by our dealership or give us a call for more information.
      
    We have learned from over 26 years of experience that to have a chance to sell you a car, we need to: Treat you the way you wish to be treated, Find a vehicle that you love, and Fit the vehicle comfortably into your budget. We are here for you! We can do virtual appointments, local at home test-drives and local home vehicle deliveries. We want to earn your business! Call us Today at (217)892-2155.",Hornet,SUV,New,2024,34990.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17975,16V GDI DOHC Turbo,4,Gasoline,10.0,9-Speed Automatic,All-wheel Drive,GT,4,Q BALL,Black
Kia Sportage Hybrid EX,"KIA SPORTAGE HYBRID 2024. Recent Arrival! 2024 Kia Sportage Hybrid EX 38/38 City/Highway MPG I4. I4 6-Speed Automatic AWDIf you're looking for the new 2024 Kia Sportage Hybrid for Sale in Tulsa, OK or Broken Arrow, then this 2024 Sportage Hybrid EX might just be the perfect SUV for you!Located at our Kia Dealership in Tulsa, this Gravity Gray Kia Sportage, is a 2024 Kia Sportage Hybrid EX AWD SUV, and is complimented with a beautiful, Black Interior Seat Trim.And a few of its highlighted features include a Navigation System, Lane Departure, Automatic Temperature Control, an Emergency Communication System, Wireless Phone Connectivity, Parking Sensors, an Exterior Rearview Parking Camera and Front Dual-Zone Air-Conditioning.DON'T MISS OUT! Contact one of our friendly consultants today at Midtown Kia of Tulsa, at (918) 922-9632, for complete details on this 2024 Kia Sportage Hybrid. Tulsa Kia clients are always invited to discover our convenient and hassle-free car-buying experience at Midtown Kia.Conveniently browse over nearly 40 New Sportage Models, including several 2024 Sportage Hybrid models, or compare the 2024 Sportage Specs and Colors, research the current Lease Deals and Incentives.
      
    Tulsa's Kia Lease headquarters.  We have many lease options with payments less than $300 per month.  Check out our new inventory specials on cars.com, give us a call at (918)609-9243 or visit our website for more lease information.  Midtown Kia where we are always glad to see ya!",Sportage Hybrid,SUV,New,2024,34835.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe1797d,"4 gasoline direct injection, DOHC, CVVT variable valve co",4,Hybrid,9.0,Automatic,All-wheel Drive,EX,4,Gravity Gray,Black
Ford Expedition XLT,"Heated Seats, NAV, Sunroof, 3rd Row Seat, Back-Up Camera, Rear Air, Turbo, Quad Seats, Tow Hitch, WHEELS: 20 SPARKLE SILVER ALUMINUM, TRANSMISSION: 10-SPEED AUTOMATIC W/SE... Iconic Silver exterior and Black Onyx interior, XLT trim KEY FEATURES INCLUDENavigation, 4x4, Rear Air, Back-Up Camera, Running Boards OPTION PACKAGESEQUIPMENT GROUP 202A HIGH PACKAGE Wireless Charging Pad, Located in media hub, Power Liftgate, 2nd Row Power-Folding Captains Chairs, armrests and tip-and-slide, Accent Color Painted Rear Bumper, Heated Steering Wheel, Heated/Ventilated Front Seats, 110V/150W AC Power Outlet, Power-Folding Sideview Mirrors w/Autofold, power and heated glass, turn signal indicators, security approach lamps, driver/passenger side memory and body-color caps, 3rd Row Vinyl Head Restraints, power recline and power-folding, 4-Door Intelligent Access (Lock/Unlock), Power-Adjustable Pedals w/Memory, SecuriCode Keyless Entry Pad, Power Tilt/Telescopic Steering Wheel w/Memory, Ambient Lighting, Remote Start, Advanced Security Pack, SecuriLock Passive Anti-Theft System (PATS) and inclination/intrusion sensors, PANORAMIC VISTA ROOF power open/close w/power shade, WHEELS: 20 SPARKLE SILVER ALUMINUM Tires: P275/55R20 AT BSW, TRANSMISSION: 10-SPEED AUTOMATIC W/SELECTSHIFT (STD). WHO WE AREWe have a strong and committed sales staff with many years of experience satisfying our customers needs. Feel free to browse our inventory online, request more information about vehicles, set up a test drive or inquire about financing! Please confirm the accuracy of the included equipment by calling us prior to purchase.",Expedition,SUV,New,2024,69955.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17978,24V PDI DOHC Twin Turbo,6,Gasoline,8.0,10-Speed Automatic,Four-wheel Drive,XLT,4,Silver,Black Onyx
Volkswagen Atlas 2.0T Peak Edition SE w/Technology,"Boasts 24 Highway MPG and 18 City MPG! This Volkswagen Atlas delivers a Intercooled Turbo Premium Unleaded I-4 2.0 L/121 engine powering this Automatic transmission. Window Grid Diversity Antenna, Wheels: 18 Black Painted 5-Spoke Alloy, VW Car-Net Safe & Secure 5-year Tracker System. This Volkswagen Atlas Features the Following Options Valet Function, Trunk/Hatch Auto-Latch, Trip Computer, Travel Assist (semi-automated driving assistance), Transmission: 8-Speed Automatic w/Tiptronic, Transmission w/Driver Selectable Mode, Trailer Wiring Harness, Tires: 245/60R18 All-Season, Tire Specific Low Tire Pressure Warning, Tailgate/Rear Door Lock Included w/Power Door Locks. Visit Us Today You've earned this- stop by Grand Junction Volkswagen located at 653 Market St, Grand Junction, CO 81505 to make this car yours today!",Atlas,SUV,New,2024,49166.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe1797b,16V GDI DOHC Turbo,4,Gasoline,0.0,8-Speed Automatic,All-wheel Drive,2.0T Peak Edition SE w/Technology,4,Avocado Green,Titan Black
Hyundai Tucson Limited,"Shimmering Silver 2024 Hyundai Tucson Limited AWD 8-Speed Automatic with SHIFTRONIC 2.5L I4 DGI DOHC 16V LEV3-SULEV30 187hp23/29 City/Highway MPGShop West Herr Automotive Group, over 7,000 vehicles online. New York State's #1 Volume Selling Retailer.",Tucson,SUV,New,2024,40474.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17979,"ream 2.5L I-4 port/direct injection, DOHC, CVVT variable",4,Gasoline,5.0,Automatic,All-wheel Drive,Limited,4,Shimmering Silver,Gray
Toyota Tundra Hybrid Limited,"$6,403 off MSRP! Recent Arrival!2024 Toyota Tundra Hybrid Limited 4WD3.4L V6, 20'' x 8'' Alloy Wheels, 3.31 Axle Ratio, 4-Wheel Disc Brakes, 9 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay/Android Auto, Auto High-beam Headlights, Auto-dimming door mirrors, Auto-dimming Rear-View mirror, Automatic temperature control, Bed Step (TMS), Brake assist, Bumpers: body-color, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Dual-Step Running Board - Black (TMS), Electronic Stability Control, Emergency communication system: Safety Connect (10-year trial), Exterior Parking Camera Rear, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front fog lights, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Garage door transmitter: HomeLink, Heated & Ventilated Front Bucket Seats, Heated door mirrors, Heated front seats, Heated steering wheel, Illuminated entry, Knee airbag, Leather Shift Knob, Low tire pressure warning, Memory seat, Navigation System, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power passenger seat, Power steering, Power windows, Radio data system, Radio: Audio Plus, Rear reading lights, Rear seat center armrest, Rear step bumper, Rear window defroster, Remote keyless entry, Security system, SofTex Seat Trim, Speed control, Speed-sensing steering, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers, Ventilated front seats, Voltmeter, 3.4L V6.
      
    All NEW TOYOTA prices plus, tax, title, license, Serra Platinum Package $499, and $699 Doc fee. All standard factory incentives available to all customers applied in lieu of special financing. For NEW vehicle purchases, all sale prices include 25,000 miles of ToyotaCare Maintenance, and a limited lifetime Non-Factory Serra Warranty. We are not responsible for any errors contained on these pages.",Tundra Hybrid,Pickup Truck,New,2024,62341.0,../static/img/vehicle_sample_pickup-truck.png,66a2529221c4bf0e6fe17983,"MAX 3.4L V-6 port/direct injection, DOHC, variable valve",6,Hybrid,4357.0,10-Speed Automatic,Four-wheel Drive,Limited,4,Ice Cap,Black
Nissan Kicks SV,"EquipmentThis vehicle comes equipped with Android Auto for seamless smartphone integration on the road. Bluetooth technology is built into this vehicle, keeping your hands on the steering wheel and your focus on the road. This vehicle's Lane Departure Warning keeps you safe by alerting you when you drift from your lane. The rear parking assist technology on the vehicle will put you at ease when reversing.  The system alerts you as you get closer to an obstruction. This small suv is equipped with the latest generation of XM/Sirius Radio. It has auto-adjust speed for safe following. See what's behind you with the back up camera on it. This unit offers Apple CarPlay for seamless connectivity. It has a L4, 1.6L high output engine. This Nissan Kicks is front wheel drive. It embodies class and sophistication with its refined white exterior.  The Electronic Stability Control will keep you on your intended path.PackagesExterior Package. Special Paint - Scarlet Ember Tintcoat. Splash Guards Grain (4 Piece). Carpeted Floor Mats with Cargo Mat. USB Charging Cable Set - Nissan. Equipment listed is based on original vehicle build and subject to change. Please confirm the accuracy of the included equipment by calling the dealer prior to purchase.Additional InformationWe understand car buying can be very stressful and take way too long! At Nissan of Gadsden we want to outperform any past experience you've had buying a vehicle. Incentives from the manufacturer vary by zip code, our prices are based on a zip code of 35901 and may vary as a result. Some prices may include conditional rebates from the manufacturer, please confirm your eligibility before proceeding. Tax, title, license, dealer fees and dealer installed addendums are extra. Internet prices cannot be combined with any other offers. See store for details. Thank you for taking the time to view our inventory, if you have any questions or need help please give us a call or send us a email. We look forward to earning your business! While every reasonable effort is made to ensure the accuracy of this information, we are not responsible for any errors or omissions contained on these pages.
      
    Nissan of Gadsden prides itself on doing business the right way, that is why we will not be undersold on any new car. We can't wait to have you come in and experience how car buying should be. Stop on in today and mention Cars.com to get our best deal!",Kicks,SUV,New,2024,24500.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17977,"4 DOHC, CVTCS variable valve control, regular unleaded, e",4,Gasoline,10.0,CVT,Front-wheel Drive,SV,4,Aspen White Tricoat,Charcoal
